DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Crm Cd Desc	Mocodes	Vict Age	Vict Sex	Vict Descent	Premis Cd	Premis Desc	Weapon Used Cd	Weapon Desc	Status	Status Desc	Crm Cd 1	Crm Cd 2	Crm Cd 3	Crm Cd 4	LOCATION	Cross Street	LAT	LON
201209935	03/29/2020 12:00:00 AM	03/28/2020 12:00:00 AM	2230	12	77th Street	1245	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	1822 0344 0385 1402	57	M	H	101	STREET	N/A	N/A	IC	Invest Cont	420	998	N/A	N/A	1100 W  71ST                         ST	N/A	33.9754	-118.2937
200516666	11/15/2020 12:00:00 AM	11/15/2020 12:00:00 AM	0630	05	Harbor	0507	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0913 0329	39	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	AO	Adult Other	745	N/A	N/A	N/A	1400 W  227TH                        ST	N/A	33.8201	-118.3015
200216265	10/16/2020 12:00:00 AM	10/05/2020 12:00:00 AM	0723	02	Rampart	0285	2	662	BUNCO, GRAND THEFT	0701 0800 1210	23	M	H	710	OTHER PREMISE	N/A	N/A	IC	Invest Cont	662	N/A	N/A	N/A	1600 W  11TH                         PL	N/A	34.047	-118.2756
200404623	01/17/2020 12:00:00 AM	01/16/2020 12:00:00 AM	2230	04	Hollenbeck	0478	2	901	VIOLATION OF RESTRAINING ORDER	2038	38	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	901	N/A	N/A	N/A	3300    WHITTIER                     BL	N/A	34.0286	-118.2028
200110798	04/21/2020 12:00:00 AM	04/21/2020 12:00:00 AM	1100	01	Central	0135	1	310	BURGLARY	1822 1420 0329 1402 0344 2004	49	M	W	203	OTHER BUSINESS	N/A	N/A	AA	Adult Arrest	310	998	N/A	N/A	MAIN                         ST	2ND                          ST	34.051	-118.2445
200615767	09/23/2020 12:00:00 AM	09/21/2020 12:00:00 AM	2000	06	Hollywood	0666	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	6500    LA MIRADA                    AV	N/A	34.0934	-118.3317
200204170	01/04/2020 12:00:00 AM	01/04/2020 12:00:00 AM	1720	02	Rampart	0203	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0913 2002 2000 1813 1206 0416 1601	32	M	H	122	VEHICLE, PASSENGER/TRUCK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	MADISON	MARATHON	34.0846	-118.2892
201217463	07/30/2020 12:00:00 AM	07/29/2020 12:00:00 AM	2330	12	77th Street	1208	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329	0	X	X	101	STREET	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	48TH	FIGUEROA                     ST	33.9997	-118.2827
200906714	02/29/2020 12:00:00 AM	02/26/2020 12:00:00 AM	1000	09	Van Nuys	0933	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	CEDROS	FRIAR	34.1857	-118.4531
201011115	07/18/2020 12:00:00 AM	07/18/2020 12:00:00 AM	1155	10	West Valley	1047	2	624	BATTERY - SIMPLE ASSAULT	0913 1823 0372 0416 0445 0917 0359	34	F	W	102	SIDEWALK	305	FIXED OBJECT	AO	Adult Other	624	N/A	N/A	N/A	5900    BALBOA                       BL	N/A	34.1773	-118.5013
200114879	07/15/2020 12:00:00 AM	07/15/2020 12:00:00 AM	0300	01	Central	0128	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0344 1822 0352 0910 2034 1218	30	M	B	102	SIDEWALK	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	1ST	CENTRAL	34.0492	-118.2391
201008757	05/06/2020 12:00:00 AM	05/06/2020 12:00:00 AM	1450	10	West Valley	1001	2	624	BATTERY - SIMPLE ASSAULT	0913 0416 1202 1810 1270 0906	62	M	O	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	7700    CORBIN                       AV	N/A	34.2108	-118.5623
201212971	05/17/2020 12:00:00 AM	05/17/2020 12:00:00 AM	0145	12	77th Street	1265	1	761	BRANDISH WEAPON	1402 1822 0443	36	F	O	501	SINGLE FAMILY DWELLING	201	KNIFE WITH BLADE OVER 6 INCHES IN LENGTH	AO	Adult Other	761	930	998	N/A	8500 S  VERMONT                      AV	N/A	33.9676	-118.2918
201115625	11/11/2020 12:00:00 AM	11/09/2020 12:00:00 AM	2130	11	Northeast	1199	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0385 0344	30	M	W	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	800    SOLANO                       AV	N/A	34.0782	-118.2346
200307641	03/01/2020 12:00:00 AM	03/01/2020 12:00:00 AM	0845	03	Southwest	0351	1	220	ATTEMPTED ROBBERY	0448 1822 0416 0446 0356 0910 2050 2052 2003	55	F	H	949	MTA - EXPO LINE - EXPO/LA BREA	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	220	N/A	N/A	N/A	5000    EXPOSITION                   BL	N/A	34.0247	-118.352
200507832	04/01/2020 12:00:00 AM	04/01/2020 12:00:00 AM	1120	05	Harbor	0515	1	210	ROBBERY	0913 2038 0377 0400 0344 2000 1814	22	F	W	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	210	N/A	N/A	N/A	MCDONALD                     AV	PACIFIC COAST                HY	33.7929	-118.272
200714156	09/22/2020 12:00:00 AM	09/18/2020 12:00:00 AM	1500	07	Wilshire	0732	2	354	THEFT OF IDENTITY	0927 1822	74	M	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	6300 W  6TH                          ST	N/A	34.0653	-118.365
200912684	07/23/2020 12:00:00 AM	07/04/2020 12:00:00 AM	1100	09	Van Nuys	0914	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329 0332	76	M	O	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	14600    VANOWEN                      ST	N/A	34.1976	-118.4574
200313276	06/27/2020 12:00:00 AM	06/27/2020 12:00:00 AM	0040	03	Southwest	0337	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1600 W  JEFFERSON                    BL	N/A	34.0273	-118.3024
200118896	10/04/2020 12:00:00 AM	10/04/2020 12:00:00 AM	0235	01	Central	0152	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329 0910 1238 2051	46	M	W	102	SIDEWALK	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	500 S  OLIVE                        ST	N/A	34.0488	-118.2535
200206488	02/19/2020 12:00:00 AM	02/19/2020 12:00:00 AM	1830	02	Rampart	0265	2	625	OTHER ASSAULT	0602 0558 0416 0446 0417 0913	19	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	625	N/A	N/A	N/A	700 S  ALVARADO                     ST	N/A	34.0565	-118.2768
200706875	03/02/2020 12:00:00 AM	02/29/2020 12:00:00 AM	1809	07	Wilshire	0701	2	354	THEFT OF IDENTITY	0930 0929	0	M	O	503	HOTEL	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	7900    MELROSE                      AV	N/A	34.0838	-118.3614
200707316	03/11/2020 12:00:00 AM	03/05/2020 12:00:00 AM	0800	07	Wilshire	0729	1	310	BURGLARY	0344 0358	46	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	100 N  PLYMOUTH                     BL	N/A	34.0726	-118.3279
200207116	03/01/2020 12:00:00 AM	03/01/2020 12:00:00 AM	1330	02	Rampart	0246	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1402 0416 2034 2004 1822	39	M	H	102	SIDEWALK	312	PIPE/METAL PIPE	AA	Adult Arrest	230	998	N/A	N/A	6TH                          ST	BONNIE BRAE	34.0585	-118.2724
200707512	03/16/2020 12:00:00 AM	03/15/2020 12:00:00 AM	0100	07	Wilshire	0753	1	330	BURGLARY FROM VEHICLE	1300 1606 0344	25	F	W	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	1100 S  STANLEY                      AV	N/A	34.0555	-118.3591
200217843	11/22/2020 12:00:00 AM	11/22/2020 12:00:00 AM	1605	02	Rampart	0265	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	2011 1252 1817 0913	42	F	W	101	STREET	511	VERBAL THREAT	IC	Invest Cont	930	N/A	N/A	N/A	700 S  ALVARADO                     ST	N/A	34.056	-118.2771
201205778	01/26/2020 12:00:00 AM	01/26/2020 12:00:00 AM	1030	12	77th Street	1239	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 0913 1814 0444	20	F	B	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	500 W  60TH                         ST	N/A	33.9851	-118.2827
201300769	06/01/2020 12:00:00 AM	06/01/2020 12:00:00 AM	2330	13	Newton	1317	1	310	BURGLARY	1402 0329 0344 1607	0	M	O	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	310	998	N/A	N/A	1800 E  WASHINGTON                   BL	N/A	34.0203	-118.2414
200414151	10/22/2020 12:00:00 AM	10/22/2020 12:00:00 AM	1140	04	Hollenbeck	0464	1	236	INTIMATE PARTNER - AGGRAVATED ASSAULT	2000 0913 1814 1243 0400 0334	23	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	236	N/A	N/A	N/A	200 N  CHICAGO                      ST	N/A	34.0462	-118.2114
200617404	10/31/2020 12:00:00 AM	10/30/2020 12:00:00 AM	2015	06	Hollywood	0639	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0344 0352 1822	0	X	X	405	CLOTHING STORE	N/A	N/A	AO	Adult Other	440	N/A	N/A	N/A	5400    HOLLYWOOD                    BL	N/A	34.1036	-118.3049
200907481	03/15/2020 12:00:00 AM	03/14/2020 12:00:00 AM	1300	09	Van Nuys	0971	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	1606 0344	29	M	B	123	PARKING UNDERGROUND/BUILDING	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	4700 N  SEPULVEDA                    BL	N/A	34.156	-118.4662
201226821	12/20/2020 12:00:00 AM	12/20/2020 12:00:00 AM	2050	12	77th Street	1245	2	624	BATTERY - SIMPLE ASSAULT	0416 1202 2021 0913	67	F	B	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	624	N/A	N/A	N/A	6300    BUDLONG                      AV	N/A	33.9814	-118.2959
201106229	02/20/2020 12:00:00 AM	01/01/2020 12:00:00 AM	1200	11	Northeast	1102	2	946	OTHER MISCELLANEOUS CRIME	1501	25	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	946	N/A	N/A	N/A	4100    SEQUOIA                      ST	N/A	34.1362	-118.269
200808559	04/21/2020 12:00:00 AM	04/19/2020 12:00:00 AM	2030	08	West LA	0829	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 0202	46	F	W	501	SINGLE FAMILY DWELLING	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	740	N/A	N/A	N/A	1700    ENSLEY                       AV	N/A	34.0617	-118.4216
200712122	07/28/2020 12:00:00 AM	07/24/2020 12:00:00 AM	1515	07	Wilshire	0702	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344	0	X	X	721	HIGH SCHOOL	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	7800 W  MELROSE                      AV	N/A	34.0838	-118.3595
200709012	05/07/2020 12:00:00 AM	05/07/2020 12:00:00 AM	1420	07	Wilshire	0779	2	888	TRESPASSING	1822 1501	56	M	H	501	SINGLE FAMILY DWELLING	N/A	N/A	AO	Adult Other	888	N/A	N/A	N/A	3500 W  17TH                         ST	N/A	34.0418	-118.3237
200816097	11/05/2020 12:00:00 AM	10/26/2020 12:00:00 AM	1140	08	West LA	0889	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0394 0344 0346	34	M	O	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	2000 S  SHERBOURNE                   DR	N/A	34.0398	-118.383
201218569	08/13/2020 12:00:00 AM	08/13/2020 12:00:00 AM	1530	12	77th Street	1248	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	1822 0329	41	F	H	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	800 W  71ST                         ST	N/A	33.9755	-118.2876
200209268	04/22/2020 12:00:00 AM	04/20/2020 12:00:00 AM	1200	02	Rampart	0245	1	330	BURGLARY FROM VEHICLE	0344 0352 1609 1307 1822 0216 0329	23	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	400 S  LAKE                         ST	N/A	34.0621	-118.2747
201112955	08/27/2020 12:00:00 AM	08/27/2020 12:00:00 AM	0700	11	Northeast	1102	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0400 0416 0913 1259 1813	17	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	626	N/A	N/A	N/A	4400    LA CLEDE                     AV	N/A	34.1323	-118.2667
200219183	12/31/2020 12:00:00 AM	12/31/2020 12:00:00 AM	0700	02	Rampart	0251	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	300 S  RAMPART                      BL	N/A	34.0657	-118.2792
200513043	08/16/2020 12:00:00 AM	08/16/2020 12:00:00 AM	1825	05	Harbor	0511	1	761	BRANDISH WEAPON	0334 1309 1206 0913 0602 0554 2002	34	M	H	501	SINGLE FAMILY DWELLING	110	SEMI-AUTOMATIC RIFLE	AO	Adult Other	761	N/A	N/A	N/A	25600    PRESIDENT                    AV	N/A	33.791	-118.3043
201223951	11/05/2020 12:00:00 AM	11/04/2020 12:00:00 AM	1900	12	77th Street	1265	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1500 W  81ST                         ST	N/A	33.9655	-118.3046
201100801	12/10/2020 12:00:00 AM	12/09/2020 12:00:00 AM	2200	11	Northeast	1177	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1822 0906 1407 1100 0450 0399	20	M	H	101	STREET	102	HAND GUN	IC	Invest Cont	230	998	N/A	N/A	2600    ROSEVIEW                     AV	N/A	34.0927	-118.2292
200608092	03/18/2020 12:00:00 AM	03/18/2020 12:00:00 AM	1330	06	Hollywood	0668	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0421 0422 1822	39	F	H	501	SINGLE FAMILY DWELLING	511	VERBAL THREAT	IC	Invest Cont	930	N/A	N/A	N/A	5500    VIRGINIA                     AV	N/A	34.0918	-118.3092
201214286	06/08/2020 12:00:00 AM	06/08/2020 12:00:00 AM	1545	12	77th Street	1259	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	76TH	MCKINLEY	33.9712	-118.2608
200321818	12/16/2020 12:00:00 AM	12/16/2020 12:00:00 AM	1515	03	Southwest	0321	1	210	ROBBERY	1309 0430 0302 0355 0344 1310 1822	37	M	B	108	PARKING LOT	102	HAND GUN	IC	Invest Cont	210	230	N/A	N/A	3500 S  LA CIENEGA                   BL	N/A	34.0237	-118.3722
200511054	06/25/2020 12:00:00 AM	06/25/2020 12:00:00 AM	1800	05	Harbor	0513	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0444 1309 1814 2000 0448	21	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	1300    FIGUEROA                     PL	N/A	33.79	-118.2826
200111724	05/14/2020 12:00:00 AM	05/14/2020 12:00:00 AM	1153	01	Central	0129	2	946	OTHER MISCELLANEOUS CRIME	0329 2004	0	X	X	101	STREET	N/A	N/A	IC	Invest Cont	946	N/A	N/A	N/A	COMMERCIAL	VIGNES	0	0
200507312	03/17/2020 12:00:00 AM	03/10/2020 12:00:00 AM	1500	05	Harbor	0504	1	310	BURGLARY	0344 1602	64	M	W	221	PUBLIC STORAGE	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	1400 W  190TH                        ST	N/A	33.8584	-118.3022
200806418	02/23/2020 12:00:00 AM	02/22/2020 12:00:00 AM	2000	08	West LA	0832	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0344 1218 0913	36	F	W	102	SIDEWALK	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	11500    SAN VICENTE                  BL	N/A	34.0526	-118.4607
200614031	08/15/2020 12:00:00 AM	08/15/2020 12:00:00 AM	2050	06	Hollywood	0637	1	210	ROBBERY	2004 1822 0416 0344 0400	39	M	H	158	TRANSIENT ENCAMPMENT	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	210	N/A	N/A	N/A	ARGYLE	YUCCA	34.1037	-118.3252
200116347	08/12/2020 12:00:00 AM	08/10/2020 12:00:00 AM	1500	01	Central	0182	1	330	BURGLARY FROM VEHICLE	1300 1822 1606 0344 0321	34	F	H	744	HIGH-RISE BUILDING	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	1200 S  HOPE                         ST	N/A	34.0406	-118.2646
200518355	12/30/2020 12:00:00 AM	12/29/2020 12:00:00 AM	2100	05	Harbor	0516	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	1300 N  AVALON                       BL	N/A	33.7868	-118.2658
200805372	01/30/2020 12:00:00 AM	01/30/2020 12:00:00 AM	1320	08	West LA	0805	2	900	VIOLATION OF COURT ORDER	2038 1236	49	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	AO	Adult Other	900	N/A	N/A	N/A	11300    CHALON                       RD	N/A	34.0848	-118.4622
200319507	10/28/2020 12:00:00 AM	10/27/2020 12:00:00 AM	1800	03	Southwest	0393	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	1822 0329	19	X	X	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	4100    CRENSHAW                     BL	N/A	34.0099	-118.3351
200308454	03/12/2020 12:00:00 AM	03/12/2020 12:00:00 AM	1730	03	Southwest	0363	1	442	SHOPLIFTING - PETTY THEFT ($950 & UNDER)	0325 0104 0378	19	X	X	404	DEPARTMENT STORE	N/A	N/A	IC	Invest Cont	442	N/A	N/A	N/A	4000    CRENSHAW                     BL	N/A	34.0124	-118.3351
200412669	09/12/2020 12:00:00 AM	09/11/2020 12:00:00 AM	1700	04	Hollenbeck	0439	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	1900 N  MARIANNA                     AV	N/A	34.0635	-118.1791
200311971	05/27/2020 12:00:00 AM	05/27/2020 12:00:00 AM	1000	03	Southwest	0361	2	900	VIOLATION OF COURT ORDER	0216 0561 2004 2038	56	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	900	N/A	N/A	N/A	4800    COLISEUM                     ST	N/A	0	0
200914713	09/15/2020 12:00:00 AM	09/14/2020 12:00:00 AM	2030	09	Van Nuys	0905	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0344 1420	0	X	X	210	RESTAURANT/FAST FOOD	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	14500    SHERMAN                      WY	N/A	34.2048	-118.4531
201013314	09/22/2020 12:00:00 AM	09/21/2020 12:00:00 AM	2000	10	West Valley	1028	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	123	PARKING UNDERGROUND/BUILDING	N/A	N/A	AO	Adult Other	510	N/A	N/A	N/A	16800    VANOWEN                      ST	N/A	34.1939	-118.4993
200506494	02/27/2020 12:00:00 AM	02/25/2020 12:00:00 AM	1530	05	Harbor	0551	1	236	INTIMATE PARTNER - AGGRAVATED ASSAULT	0416 0432 0913 1243 1813 2000 0447	53	F	W	501	SINGLE FAMILY DWELLING	306	ROCK/THROWN OBJECT	AA	Adult Arrest	236	N/A	N/A	N/A	1500 S  WEYMOUTH                     PL	N/A	33.7421	-118.3102
201105289	01/30/2020 12:00:00 AM	01/30/2020 12:00:00 AM	1200	11	Northeast	1159	1	210	ROBBERY	1402 0305 0411 0344 0390 1822	36	F	H	109	PARK/PLAYGROUND	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	210	N/A	N/A	N/A	4700 N  FIGUEROA                     ST	N/A	34.1002	-118.2038
200605747	02/06/2020 12:00:00 AM	02/02/2020 12:00:00 AM	1700	06	Hollywood	0667	1	310	BURGLARY	0344 1607	73	M	W	221	PUBLIC STORAGE	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	5800    SANTA MONICA                 BL	N/A	34.0944	-118.319
200200570	02/10/2020 12:00:00 AM	02/08/2020 12:00:00 AM	2330	02	Rampart	0285	2	627	CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT	0913 0602 1259 1251 0552 0416 0445 1402	14	F	H	501	SINGLE FAMILY DWELLING	301	BELT FLAILING INSTRUMENT/CHAIN	AA	Adult Arrest	627	998	N/A	N/A	1200 S  WESTLAKE                     AV	N/A	34.0482	-118.2804
200900848	09/26/2020 12:00:00 AM	09/26/2020 12:00:00 AM	1315	09	Van Nuys	0923	1	236	INTIMATE PARTNER - AGGRAVATED ASSAULT	1814 0913 0334 0449 2000	29	F	H	301	GAS STATION	200	KNIFE WITH BLADE 6INCHES OR LESS	AA	Adult Arrest	236	N/A	N/A	N/A	14900    VICTORY                      BL	N/A	34.1903	-118.4574
200710489	05/30/2020 12:00:00 AM	05/30/2020 12:00:00 AM	1425	07	Wilshire	0723	1	231	ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER	0416 0917 1212 0447 1822	0	M	X	101	STREET	212	BOTTLE	IC	Invest Cont	231	N/A	N/A	N/A	3RD                          ST	FAIRFAX                      AV	34.0719	-118.3614
200805812	02/08/2020 12:00:00 AM	02/07/2020 12:00:00 AM	1945	08	West LA	0852	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 1822	33	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	S  WESTGATE                     AV	IOWA                         AV	34.0383	-118.4556
200312906	06/19/2020 12:00:00 AM	06/16/2020 12:00:00 AM	2000	03	Southwest	0336	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	30TH                         ST	WESTERN	34.0274	-118.3089
200908232	04/07/2020 12:00:00 AM	04/07/2020 12:00:00 AM	0950	09	Van Nuys	0932	2	624	BATTERY - SIMPLE ASSAULT	1501 1420	50	M	A	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	624	N/A	N/A	N/A	14900    VICTORY                      BL	N/A	34.1867	-118.4582
201104646	01/16/2020 12:00:00 AM	01/14/2020 12:00:00 AM	1700	11	Northeast	1132	1	480	BIKE - STOLEN	0344 0397	32	F	W	707	GARAGE/CARPORT	N/A	N/A	IC	Invest Cont	480	N/A	N/A	N/A	4000    LOS FELIZ                    BL	N/A	34.1134	-118.2791
200113047	06/07/2020 12:00:00 AM	06/07/2020 12:00:00 AM	1715	01	Central	0147	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1218 0416 1822 2033	40	M	B	102	SIDEWALK	308	STICK	IC	Invest Cont	230	N/A	N/A	N/A	5TH	SAN PEDRO	34.0442	-118.2439
200806072	02/15/2020 12:00:00 AM	02/02/2020 12:00:00 AM	2130	08	West LA	0881	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	1202 0344 1309 1822	62	F	W	101	STREET	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	FEDERAL	MISSISSIPPI	34.0368	-118.4471
201113351	09/06/2020 12:00:00 AM	09/06/2020 12:00:00 AM	1800	11	Northeast	1101	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	1608 0385	43	M	H	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	4700    CRYSTAL SPRINGS              DR	N/A	34.1213	-118.274
200508618	04/23/2020 12:00:00 AM	04/22/2020 12:00:00 AM	1600	05	Harbor	0563	2	956	LETTERS, LEWD  -  TELEPHONE CALLS, LEWD	1906 1822	25	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	956	N/A	N/A	N/A	1000 W  10TH                         ST	N/A	33.7353	-118.299
201014816	11/06/2020 12:00:00 AM	11/06/2020 12:00:00 AM	2250	10	West Valley	1039	2	624	BATTERY - SIMPLE ASSAULT	0444 0400 0429 0554 0913 2002 0602	24	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	6500    WOODLEY                      AV	N/A	34.189	-118.4836
200511987	07/18/2020 12:00:00 AM	07/18/2020 12:00:00 AM	1445	05	Harbor	0529	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	2200 E  I                            ST	N/A	33.7828	-118.2345
200211283	06/12/2020 12:00:00 AM	06/10/2020 12:00:00 AM	2350	02	Rampart	0245	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329	46	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	500 S  CARONDELET                   ST	N/A	34.0627	-118.2782
200216440	10/21/2020 12:00:00 AM	10/21/2020 12:00:00 AM	0145	02	Rampart	0248	2	354	THEFT OF IDENTITY	1822 0100 1402	24	F	W	101	STREET	N/A	N/A	AO	Adult Other	354	998	N/A	N/A	3RD	WITMER	34.0591	-118.2635
